	Alphaproteobacteria	Gammaproteobacteria	Bacteroidia	Actinobacteria	Acidobacteriae	Verrucomicrobiae	Bacilli	Bacteria_unclassified	Planctomycetes	Saccharimonadia	Vicinamibacteria	Anaerolineae	Polyangia	Phycisphaerae	Acidimicrobiia	Gemmatimonadetes	Babeliae	Thermoleophilia	Blastocatellia	Parcubacteria	Bdellovibrionia	KD4-96	Chloroflexia	Myxococcia	Fimbriimonadia	Abditibacteria	Clostridia	Proteobacteria_unclassified	Chlamydiae	Kapabacteria	Oligoflexia	Sericytochromatia	Dehalococcoidia	Actinobacteriota_unclassified	WPS-2_cl	Chloroflexi_unclassified	Thermoanaerobaculia	Bacteroidota_unclassified	NB1-j_cl	Longimicrobia	SJA-28	Vampirivibrionia	TK10	Limnochordia	Gitt-GS-136	JG30-KF-CM66	Fibrobacteria	Ktedonobacteria	S0134_terrestrial_group	Firmicutes_unclassified	OLB14	Sumerlaeia	Nitrospiria	Desulfobacterota_class	Subgroup_5	OM190	Rhodothermia	Cyanobacteriia	Methanosarcinia	Ignavibacteria	MBNT15_cl	AD3	Symbiobacteriia	Gracilibacteria	MB-A2-108	Cyanobacteria_unclassified	Kiritimatiellae	Desulfotomaculia	vadinHA49	Desulfuromonadia	Deinococci	BD7-11	Holophagae	Syntrophobacteria	Hydrogenedentia	ABY1	Planctomycetota_unclassified	WS2_cl	BD2-11_terrestrial_group	Berkelbacteria	Desulfobulbia	Myxococcota_unclassified	Kryptonia	RCP2-54_cl	Patescibacteria_class	Nanoarchaeia	AT-s3-28	Syntrophomonadia	Elusimicrobia	Zixibacteria_cl	Spirochaetia	Lineage_IIb	Gemmatimonadota_unclassified	Halanaerobiia	Patescibacteria_unclassified	Acidobacteriota_unclassified	Methanomicrobia	Latescibacterota_cl	Dethiobacteria	Desulfitobacteriia	FCPU426_cl	Subgroup_21	D8A-2	SAR324_clade(Marine_group_B)_cl	Subgroup_18	Incertae_Sedis	Negativicutes	Desulfobacterota_unclassified	Bathyarchaeia	Dojkabacteria	Methylomirabilia	Leptospirae	Latescibacteria	Moorellia	Chitinivibrionia	Bdellovibrionota_unclassified	Verrucomicrobiota_unclassified	Microgenomatia	Lineage_IIa	Subgroup_22	Coriobacteriia	Thermovenabulia	Lentisphaeria	Calditrichia	Thermacetogenia	Desulfovibrionia	Dadabacteriia	Pla4_lineage	Margulisbacteria_cl	N9D0	Kazania	bacteriap25	Firmicutes_class	Pla3_lineage	Syntrophia	Thermoplasmata	Nitrososphaeria	Thermaerobacteria	Omnitrophia	WS4_cl	Caldatribacteriia	Aminicenantia	Caldisericia	Methanobacteria	Thermoanaerobacteria	Endomicrobia	P2-11E	Subgroup_11	Chthonomonadetes	028H05-P-BN-P5	Entotheonellia	Desulfobacteria	Synergistia	Fusobacteriia	BRH-c20a	Leptospirillia
20j	0.30560585210400365	0.1754906931266742	0.2660969073658281	0.16230897370898761	0.01984500615629748	0.00999493010791626	0.0011226189613963932	0.00416455421163179	0.005685521836749481	0.0033316433693054257	0.001122618961396393	0.004381835300934311	0.00423698124139929	0.007604838125588471	0.004236981241399292	0.0043094082711668015	0.00028970811907003694	0.001376113565582676	0.000579416238140074	0.0009415513869776201	0.0007604838125588471	3.621351488375462e-05	0.004345621786050557	0.0016658216846527124	0.0014123270804664299	0.0031143622800028975	3.621351488375462e-05	0.0009777649018613752	0.0003621351488375462	0.00021728108930252772	0.00010864054465126386	0.0012312595060476569	0.0	0.000579416238140074	0.00021728108930252772	0.00014485405953501847	0.0	0.00010864054465126386	0.0	0.00010864054465126386	0.0	7.242702976750923e-05	0.0	0.0	0.0	0.0	0.0	0.0002534946041862823	0.0	0.0	0.0	0.00010864054465126386	0.0	0.0	0.0	7.242702976750923e-05	0.0	0.0	0.0	7.242702976750923e-05	0.0	0.0	0.0	0.0	0.0	7.242702976750923e-05	0.0006156297530238285	0.0	7.242702976750923e-05	0.0	0.0	0.00014485405953501847	0.00014485405953501847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.242702976750923e-05	3.621351488375462e-05	0.0	3.621351488375462e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.621351488375462e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.621351488375462e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21j	0.38461538461538464	0.07692307692307693	0.07692307692307693	0.0	0.15384615384615385	0.07692307692307693	0.0	0.07692307692307693	0.0	0.07692307692307693	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22j	0.31471667346105153	0.277499340543379	0.06963861777895063	0.16704635380445843	0.05122179324236848	0.01892040958250387	0.0025658857101748173	0.003381213879763079	0.008201242176446613	0.011078871010287528	0.005395554063451718	0.00040766408479412964	0.006498645116424069	0.016642286755713224	0.002877628833840917	0.0026618066713028476	0.01407640104553848	0.002733747392148872	2.3980240282007626e-05	0.0014148341766384504	0.0026618066713028476	7.194072084602288e-05	7.194072084602288e-05	0.002493944989328794	0.0026857869115848544	0.002206182105944702	4.796048056401525e-05	0.00047960480564015237	0.0020862809045346636	0.0012949329752284119	0.0020143401836886414	0.0013189132155104195	0.00014388144169204576	0.00031174312366609913	0.0012229922543823893	2.3980240282007626e-05	0.0	0.0003597036042301144	0.0	0.0004076640847941296	0.0	0.0007433874487422366	0.0006474664876142059	0.0	0.0	0.00014388144169204576	7.194072084602288e-05	0.0006954269681782214	0.0	0.0	0.0	0.00011990120141003813	0.0	0.0	0.0	0.0	0.0	0.000191841922256061	0.0	0.0	0.0	9.59209611280305e-05	0.0	0.0	0.0	4.796048056401525e-05	0.0	0.0	4.796048056401525e-05	0.0	0.0	4.796048056401525e-05	0.0	0.0	0.0	0.0	2.3980240282007626e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.194072084602288e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.796048056401525e-05	0.0	0.0	0.0	0.0	7.194072084602288e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3980240282007626e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23j	0.3476508903941073	0.158653360100528	0.16600470832912853	0.07331128410288827	0.06039948583890639	0.059041869466630655	0.0024985918340819455	0.003668452750617416	0.012117448258929193	0.015034879186585576	0.012651829171420718	0.0011698609165354782	0.01120755643495717	0.016175854648391854	0.0045061309377662844	0.0035529109317003417	0.01114978552549863	0.005343809124915141	0.0004477245483037015	0.001516486373286731	0.0035962391137942472	0.00044772454830370163	0.0004477245483037016	0.0008954490966074035	0.0032496136570429944	0.0023108363783416854	0.0005921518219500572	0.0003321827293866173	0.003061858201302732	0.0034806972948771644	0.0018053409205794411	0.0015309291006513662	0.00041883909357443055	0.00044772454830370136	0.001747570011120899	8.665636418781324e-05	0.0001155418189170843	0.003018530019208827	0.00014442727364635536	0.00040439636620979503	0.0003610681841158885	0.00037551091148052394	0.0006210372766793283	0.0001155418189170843	0.0001444272736463554	0.00047661000303297267	0.0005921518219500571	0.0008954490966074036	4.332818209390661e-05	8.665636418781324e-05	0.00015887000101099096	8.665636418781324e-05	2.8885454729271075e-05	4.332818209390661e-05	2.8885454729271075e-05	0.0	2.8885454729271075e-05	0.0002599690925634397	0.0	1.4442727364635538e-05	1.4442727364635538e-05	0.0002310836378341686	8.665636418781323e-05	2.8885454729271075e-05	2.8885454729271075e-05	0.00011554181891708433	0.0	2.8885454729271075e-05	0.00023108363783416866	1.4442727364635538e-05	2.8885454729271075e-05	0.0001155418189170843	0.0	1.4442727364635538e-05	0.0	0.0	1.4442727364635538e-05	0.0	0.0	2.8885454729271075e-05	1.4442727364635538e-05	1.4442727364635538e-05	0.0	1.4442727364635538e-05	0.0	0.0	0.0	0.0	0.0001444272736463554	0.0	4.332818209390661e-05	0.0	0.0	1.4442727364635538e-05	1.4442727364635538e-05	0.0	0.0	0.0	0.0	1.4442727364635538e-05	2.8885454729271075e-05	1.4442727364635538e-05	0.0	2.8885454729271075e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4442727364635538e-05	2.8885454729271075e-05	1.4442727364635538e-05	0.0	0.0	0.0	1.4442727364635538e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24j	0.328207606162248	0.20314365300438011	0.09052924791086488	0.12023193678585772	0.07046216815417054	0.0240748109828889	0.015775112273321554	0.004462509237678361	0.01040304701267692	0.012705360695810344	0.008782900346768225	0.001875959297367972	0.0067932465465294885	0.016912057302029423	0.004291967483372181	0.00429196748337218	0.03112387016087768	0.0032971405832527972	0.0009948269001193797	0.0034392587118412805	0.0030697515775112254	0.0004832016372008413	0.0007674378943778069	0.003155022454664316	0.00312659882894662	0.003012904326075834	0.0012790631572963443	0.0005116252629185378	0.007930191575237345	0.0016201466659087032	0.0018759592973679722	0.001392757660167131	0.00045477801148314476	0.0005116252629185379	0.0025581263145926887	8.527087715308965e-05	0.00019896538002387582	0.0006253197657893241	8.527087715308965e-05	0.0007958615200955035	0.00031265988289466207	0.0007958615200955035	0.0005116252629185379	0.00019896538002387582	0.00014211812858848274	0.00014211812858848274	0.00019896538002387584	5.68472514353931e-05	0.00019896538002387584	0.0001136945028707862	5.68472514353931e-05	0.00014211812858848274	0.0	0.0	0.0	8.527087715308965e-05	0.0	0.0004832016372008413	5.68472514353931e-05	0.0	2.842362571769655e-05	8.527087715308965e-05	2.842362571769655e-05	2.842362571769655e-05	0.0	0.00014211812858848274	0.0	0.00014211812858848274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.842362571769655e-05	5.68472514353931e-05	5.68472514353931e-05	2.842362571769655e-05	0.0	0.0	8.527087715308965e-05	0.0	5.68472514353931e-05	2.842362571769655e-05	0.0	5.68472514353931e-05	5.68472514353931e-05	0.0	0.0	0.0	0.0	2.842362571769655e-05	5.68472514353931e-05	2.842362571769655e-05	0.0	8.527087715308965e-05	0.0	0.0	0.0	0.0	0.0	2.842362571769655e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.842362571769655e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25j	0.31966261922955863	0.13882992273074216	0.08576038040248023	0.24658232147405298	0.06201352919532352	0.027596162010698838	0.001160453992244771	0.005038068551696821	0.011519628654722495	0.012736690158784083	0.006707990150292947	0.0007075938977102261	0.006170218788033175	0.020407008009962934	0.0029718943703829505	0.0033115394412838593	0.015255724434632481	0.0025756417876652256	8.491126772522713e-05	0.0018114403781381804	0.0030001981262913597	5.660751181681809e-05	0.0001415187795420452	0.0022076929608559064	0.0017831366222297704	0.005321106110780902	0.0002547338031756814	0.00036794882680931746	0.0015567065749624986	0.0016982253545045427	0.0020944779372222707	0.0018680478899549978	0.00011321502363363618	0.0007642014095270441	0.0021793892049474972	2.8303755908409045e-05	0.0	0.00118875774815318	0.0	0.00048116385044295374	0.0	0.0008208089213438622	0.0002547338031756814	0.0	0.0	8.491126772522713e-05	0.000622682629984999	0.000707593897710226	0.0	2.8303755908409045e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.660751181681809e-05	0.0005660751181681808	0.0	0.0	0.0	0.00011321502363363618	0.0	0.0	0.0	0.0003396450709009085	0.0	0.0	0.0002547338031756814	0.0	0.0	2.8303755908409045e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8303755908409045e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.491126772522713e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26j	0.3098234555112436	0.2530030195499423	0.07359326442000291	0.1448722752419002	0.06867823058781959	0.018888717462696387	0.005642370677304876	0.0041436159661457726	0.01060148553040486	0.014348372308302632	0.006656234158383097	0.0007934583764959997	0.004981155363558214	0.01778669193978528	0.004364021070727992	0.00454034515439377	0.02085032289347818	0.00308567146415111	0.0003746886777897776	0.0025126181922373323	0.0026228207445284433	0.000308567146415111	0.00046285071962266647	0.002402415639946221	0.002799144828194221	0.0022481320667386657	0.0004848912300808887	0.000727336845121333	0.0029534284014017765	0.0014105926693262216	0.00268894227590311	0.0020056864516982214	0.00026448612549866655	0.00044081020916444426	0.0019395649203235547	8.816204183288885e-05	0.0	0.0009697824601617774	2.2040510458222213e-05	0.0005730532719137775	6.612153137466664e-05	0.001035903991536444	0.00041876969870622205	0.000308567146415111	6.612153137466664e-05	0.0001542835732075555	0.00041876969870622205	0.0004848912300808887	0.0	4.4081020916444426e-05	8.816204183288885e-05	4.4081020916444426e-05	0.0	0.0	0.0	0.0	0.0	0.0005730532719137775	4.4081020916444426e-05	2.2040510458222213e-05	6.612153137466664e-05	0.00022040510458222213	0.00013224306274933328	2.2040510458222213e-05	6.612153137466664e-05	0.0001763240836657777	0.0	0.0001542835732075555	8.816204183288885e-05	0.0	2.2040510458222213e-05	6.612153137466664e-05	0.0	0.0	0.0	2.2040510458222213e-05	0.0	0.0	0.0	0.0	0.0	4.4081020916444426e-05	0.0	0.0	0.0	0.0	2.2040510458222213e-05	0.0	4.4081020916444426e-05	0.0	0.0	0.0	0.0	4.4081020916444426e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2040510458222213e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2040510458222213e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2040510458222213e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.2040510458222213e-05	0.0	0.0
27j	0.29408087005833283	0.33556276080669756	0.09417392442240773	0.11921136426421527	0.03941724704479661	0.014830539279119545	0.002777091178737075	0.003489538653910451	0.009247277432862775	0.011268301903252571	0.004507320761301013	0.0005961295200430376	0.005525102868691563	0.019236081829681315	0.003140584788519415	0.002718932201171901	0.00953807232068864	0.0020355642147811045	4.36192331738808e-05	0.002326359102606974	0.0017593090713465254	2.9079488782587203e-05	0.00029079488782587205	0.0029079488782587175	0.003547697631475637	0.0038675720080840956	0.00011631795513034883	0.0010759410849557251	0.0008287654303037349	0.0013521962283903049	0.0017593090713465258	0.0022682001250417996	0.00015993718830422963	0.0004071128429562209	0.0009887026186079645	5.8158977565174406e-05	5.8158977565174406e-05	0.0009741628742166713	2.9079488782587203e-05	0.0005961295200430373	0.0	0.0011050205737383142	0.00011631795513034883	0.0	2.9079488782587203e-05	4.36192331738808e-05	0.0003489538653910464	0.0005670500312604502	1.4539744391293602e-05	2.9079488782587203e-05	4.36192331738808e-05	2.9079488782587203e-05	0.0	2.9079488782587203e-05	0.0	0.0	0.0	0.00029079488782587205	0.0	0.0	0.0	0.00013085769952164242	0.0	2.9079488782587203e-05	0.0	0.00015993718830422963	0.0	0.0	7.269872195646801e-05	0.0	1.4539744391293602e-05	0.0	0.0	0.0	0.0	0.0	1.4539744391293602e-05	0.0	0.0	0.0	0.0	1.4539744391293602e-05	0.0	0.0	0.0	0.0	1.4539744391293602e-05	1.4539744391293602e-05	1.4539744391293602e-05	0.0	0.0	0.0	0.0	1.4539744391293602e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4539744391293602e-05	1.4539744391293602e-05	0.0	0.0	0.0	0.0	0.0	1.4539744391293602e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.4539744391293602e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28j	0.3321668828621901	0.20925216446952363	0.07141995233641797	0.10235602883947958	0.08087725119912868	0.04549156837310355	0.0003921686928715799	0.003831186461130062	0.01547557995716305	0.01675766991462795	0.014570575281305573	0.0006636700956288275	0.009457298862710751	0.01992518628012921	0.008129958671453125	0.006003197683188032	0.015792331593713203	0.005822196748016543	0.0001357507013786238	0.0037256025822800104	0.0019306766418293155	6.033364505716613e-05	0.00036200187034299676	0.0007692539744788683	0.006802618480195485	0.002428429213550938	1.5083411264291532e-05	0.0005279193942502036	0.0032881836556155554	0.004042354218830131	0.0023530121572294792	0.0017798425291863996	0.0004826691604573291	0.0005128359829859122	0.0026999306163081856	0.00018100093517149835	0.0	0.002006093698150774	0.0	0.0006485866843645359	0.0	0.0006184198618359529	0.000905004675857492	0.0	0.0	0.0005731696280430783	0.00039216869287157986	0.001282089957464779	0.0	1.5083411264291532e-05	0.00010558387885004072	0.00021116775770008142	0.0	0.0	0.0	0.0	0.0	0.0013122567799933617	0.0	0.0	0.0	0.0004977525717216205	0.0	0.0	0.0	0.0001357507013786238	0.0	0.0	0.00021116775770008142	0.0	0.0	0.0003016682252858306	0.0	0.0	0.0	4.5250233792874595e-05	0.0	0.0	0.0	0.0	0.0	3.0166822528583065e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00016591752390720683	0.0	0.0	0.0	3.0166822528583065e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0166822528583065e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29j	0.39655172413793094	0.12068965517241381	0.06896551724137931	0.05172413793103448	0.06896551724137931	0.0	0.0	0.08620689655172414	0.0	0.0	0.05172413793103448	0.0	0.05172413793103448	0.0	0.017241379310344827	0.0	0.0	0.0	0.0	0.017241379310344827	0.0	0.017241379310344827	0.0	0.017241379310344827	0.0	0.0	0.0	0.017241379310344827	0.0	0.017241379310344827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2j	0.10399422397565648	0.3807792475696823	0.26100409994584733	0.1297026894613331	0.0024754390036357994	0.002140223305226785	0.04110260178953573	0.009231324617725243	0.009128181325907054	0.0033521569840901455	0.004796163069544369	0.00809674840772545	0.002965369639772051	0.0012119336788633602	0.007142672958407479	0.0014955777313632964	0.0004383589902271731	0.0035326577447719215	0.0018307934297723105	0.0006962172197725687	0.004099945849771796	0.000928289626363425	0.0013408627936360587	0.000747788865681648	0.00030942987545447514	0.0	0.002810654702044813	0.001882365075681388	0.0013666486165905978	2.5785822954539595e-05	0.0007993605115907269	0.00023207240659085636	0.00038678734431809393	0.0006704313968180292	2.5785822954539595e-05	0.00038678734431809393	0.00033521569840901474	7.735746886361879e-05	0.00025785822954539595	0.00015471493772723757	0.00023207240659085636	2.5785822954539595e-05	0.00025785822954539595	0.0009282896263634252	0.00030942987545447514	0.00020628658363631676	0.00036100152136355433	2.5785822954539595e-05	0.0008251463345452666	0.0006962172197725687	5.157164590907919e-05	0.0	0.0004383589902271731	0.00018050076068177717	7.735746886361879e-05	5.157164590907919e-05	0.00010314329181815838	2.5785822954539595e-05	0.00018050076068177717	7.735746886361879e-05	0.00018050076068177717	0.0	0.0004125731672726335	0.00018050076068177717	5.157164590907919e-05	5.157164590907919e-05	0.0	0.00023207240659085636	2.5785822954539595e-05	7.735746886361879e-05	0.00020628658363631676	0.0	0.0	7.735746886361879e-05	7.735746886361879e-05	0.00010314329181815838	0.00010314329181815838	2.5785822954539595e-05	2.5785822954539595e-05	0.0	0.0	0.0	0.0	5.157164590907919e-05	0.00010314329181815838	0.0	0.0	0.00015471493772723757	2.5785822954539595e-05	0.0	0.0	0.0	2.5785822954539595e-05	7.735746886361879e-05	0.00010314329181815838	0.0	7.735746886361879e-05	0.0	7.735746886361879e-05	0.0	0.0	0.0	7.735746886361879e-05	0.0	5.157164590907919e-05	0.0	5.157164590907919e-05	2.5785822954539595e-05	0.0	2.5785822954539595e-05	2.5785822954539595e-05	0.0	0.0	5.157164590907919e-05	0.0	0.0	0.0	0.0	0.0	2.5785822954539595e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5785822954539595e-05	0.0	0.0	0.0	0.0	2.5785822954539595e-05	0.0	0.0	2.5785822954539595e-05	0.0	0.0	0.0	5.157164590907919e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30j	0.33318035328199097	0.24971443723737288	0.06325215191938999	0.09435809570431651	0.05667400970913458	0.04702606780075937	0.004650593562599419	0.004059070697181095	0.015828335984987483	0.014023171378452201	0.014930853016766553	0.002886223636437813	0.009790723289682987	0.012666748256027361	0.010463835515848697	0.0067923142822175825	0.00906661771305019	0.007149267735487256	0.0013564231224248368	0.0019377473177497665	0.001968343328030025	0.0020091380084037054	0.0011320523803695997	0.0009484763186880424	0.004721984253253366	0.0019071513074695068	0.001009668339248562	0.0004385428140170524	0.002651654224289155	0.003528739852323257	0.0027128462448496762	0.0011932444009301192	0.0006527148859788682	0.0007241055766328061	0.0019479459878431857	0.0003365561130828541	0.00045894015420389197	0.001346224452331416	0.0001631787214947171	0.0004895361644841513	0.0002651654224289153	0.0003263574429894342	0.0010606616897156612	0.0004691388242973118	0.0005609268551380899	0.0009892709990617222	0.0004181454738302126	0.0008464896177538444	0.0003059601028025946	0.0001019867009341982	0.0003773507934565333	0.0002753640925223351	7.139069065393872e-05	0.00013258271121445762	7.139069065393872e-05	0.00010198670093419817	0.00012238404112103782	0.0006629135560722876	0.0	0.00011218537102761802	6.119202056051891e-05	0.00047933749439073146	0.00012238404112103782	0.00013258271121445765	4.0794680373679274e-05	3.0596010280259455e-05	0.0	0.00013258271121445767	0.000224370742055236	7.139069065393872e-05	5.099335046709909e-05	0.00022437074205523605	2.0397340186839637e-05	0.0	0.0	1.0198670093419818e-05	0.0	0.0001019867009341982	0.0	0.0	1.0198670093419818e-05	2.0397340186839637e-05	0.0	3.0596010280259455e-05	3.0596010280259455e-05	0.0	6.119202056051891e-05	3.0596010280259455e-05	0.00019377473177497657	4.0794680373679274e-05	1.0198670093419818e-05	0.0	4.0794680373679274e-05	3.0596010280259455e-05	2.0397340186839637e-05	3.0596010280259455e-05	2.0397340186839637e-05	3.0596010280259455e-05	1.0198670093419818e-05	2.0397340186839637e-05	0.0	1.0198670093419818e-05	1.0198670093419818e-05	1.0198670093419818e-05	2.0397340186839637e-05	1.0198670093419818e-05	0.0	0.0	0.0	0.0	1.0198670093419818e-05	0.0	1.0198670093419818e-05	5.099335046709909e-05	0.0	3.0596010280259455e-05	1.0198670093419818e-05	1.0198670093419818e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0198670093419818e-05	0.0	0.0	0.0	1.0198670093419818e-05	0.0	1.0198670093419818e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.0198670093419818e-05	2.0397340186839637e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
