	Alphaproteobacteria	Gammaproteobacteria	Bacteroidia	Actinobacteria	Acidobacteriae	Verrucomicrobiae	Bacilli	Bacteria_unclassified	Planctomycetes	Saccharimonadia	Vicinamibacteria	Anaerolineae	Polyangia	Phycisphaerae	Acidimicrobiia	Gemmatimonadetes	Babeliae	Thermoleophilia	Blastocatellia	Parcubacteria	Bdellovibrionia	KD4-96	Chloroflexia	Myxococcia	Fimbriimonadia	Abditibacteria	Clostridia	Proteobacteria_unclassified	Chlamydiae	Kapabacteria	Oligoflexia	Sericytochromatia	Dehalococcoidia	Actinobacteriota_unclassified	WPS-2_cl	Chloroflexi_unclassified	Thermoanaerobaculia	Bacteroidota_unclassified	NB1-j_cl	Longimicrobia	SJA-28	Vampirivibrionia	TK10	Limnochordia	Gitt-GS-136	JG30-KF-CM66	Fibrobacteria	Ktedonobacteria	S0134_terrestrial_group	Firmicutes_unclassified	OLB14	Sumerlaeia	Nitrospiria	Desulfobacterota_class	Subgroup_5	OM190	Rhodothermia	Cyanobacteriia	Methanosarcinia	Ignavibacteria	MBNT15_cl	AD3	Symbiobacteriia	Gracilibacteria	MB-A2-108	Cyanobacteria_unclassified	Kiritimatiellae	Desulfotomaculia	vadinHA49	Desulfuromonadia	Deinococci	BD7-11	Holophagae	Syntrophobacteria	Hydrogenedentia	ABY1	Planctomycetota_unclassified	WS2_cl	BD2-11_terrestrial_group	Berkelbacteria	Desulfobulbia	Myxococcota_unclassified	Kryptonia	RCP2-54_cl	Patescibacteria_class	Nanoarchaeia	AT-s3-28	Syntrophomonadia	Elusimicrobia	Zixibacteria_cl	Spirochaetia	Lineage_IIb	Gemmatimonadota_unclassified	Halanaerobiia	Patescibacteria_unclassified	Acidobacteriota_unclassified	Methanomicrobia	Latescibacterota_cl	Dethiobacteria	Desulfitobacteriia	FCPU426_cl	Subgroup_21	D8A-2	SAR324_clade(Marine_group_B)_cl	Subgroup_18	Incertae_Sedis	Negativicutes	Desulfobacterota_unclassified	Bathyarchaeia	Dojkabacteria	Methylomirabilia	Leptospirae	Latescibacteria	Moorellia	Chitinivibrionia	Bdellovibrionota_unclassified	Verrucomicrobiota_unclassified	Microgenomatia	Lineage_IIa	Subgroup_22	Coriobacteriia	Thermovenabulia	Lentisphaeria	Calditrichia	Thermacetogenia	Desulfovibrionia	Dadabacteriia	Pla4_lineage	Margulisbacteria_cl	N9D0	Kazania	bacteriap25	Firmicutes_class	Pla3_lineage	Syntrophia	Thermoplasmata	Nitrososphaeria	Thermaerobacteria	Omnitrophia	WS4_cl	Caldatribacteriia	Aminicenantia	Caldisericia	Methanobacteria	Thermoanaerobacteria	Endomicrobia	P2-11E	Subgroup_11	Chthonomonadetes	028H05-P-BN-P5	Entotheonellia	Desulfobacteria	Synergistia	Fusobacteriia	BRH-c20a	Leptospirillia
3j	0.1893446075096521	0.28744290018468743	0.10124080733469193	0.08432954287750528	0.005880066089999015	0.007030161661321126	0.12498785110311725	0.012683448342890341	0.020928499692227834	0.008164058703469711	0.01619852917355099	0.025172514335698216	0.006916771957106278	0.006252632260990682	0.023212492305698555	0.005361713156445386	0.0008585220461982052	0.010529043962808134	0.004859558752065299	0.0042440146434703655	0.003725661709916741	0.006058249910908081	0.004179220526776163	0.0009071176337188584	0.001393073508925388	0.00011338970421485728	0.007078757248841779	0.0012958823338840813	0.002170602909255839	3.239705834710208e-05	0.001619852917355101	0.00029157352512391874	0.00217060290925584	0.0008747205753717563	0.00017818382090906146	0.0010691029254543682	0.0007127352836362458	0.0001619852917355104	0.0014902646839666954	0.00043736028768587813	0.0007289338128097969	0.00024297793760326563	0.0006803382252891437	0.0011662941004956739	0.0009719117504130625	0.0009881102795866136	0.0005345514627271843	8.09926458677552e-05	0.0013768749797518369	0.0009395146920659604	0.0006965367544626948	0.00017818382090906146	0.0003239705834710208	0.0004211617585123271	0.00021058087925616354	0.00029157352512391874	0.0009071176337188584	0.0	0.0006155441085949396	0.0003563676418181229	0.00021058087925616354	4.859558752065312e-05	0.00024297793760326563	0.0006479411669420416	0.0006641396961155927	9.719117504130625e-05	0.0	0.00017818382090906146	6.479411669420416e-05	0.00017818382090906146	0.00034016911264457187	3.239705834710208e-05	3.239705834710208e-05	0.0004211617585123271	0.00012958823338840832	0.0003239705834710208	0.0002753749959503677	0.00024297793760326563	1.619852917355104e-05	6.479411669420416e-05	0.0	8.09926458677552e-05	3.239705834710208e-05	0.0001619852917355104	0.00014578676256195937	4.859558752065312e-05	4.8595587520653125e-05	0.00012958823338840832	0.0	0.0001133897042148573	1.619852917355104e-05	0.0001619852917355104	0.0	0.0001133897042148573	4.859558752065312e-05	0.0	0.0001133897042148573	0.0	1.619852917355104e-05	4.859558752065312e-05	8.09926458677552e-05	8.09926458677552e-05	3.239705834710208e-05	0.00012958823338840832	6.479411669420416e-05	3.239705834710208e-05	1.619852917355104e-05	1.619852917355104e-05	4.859558752065312e-05	1.619852917355104e-05	3.239705834710208e-05	0.0	6.479411669420416e-05	3.239705834710208e-05	0.0	4.859558752065312e-05	3.239705834710208e-05	8.09926458677552e-05	6.479411669420416e-05	1.619852917355104e-05	3.239705834710208e-05	4.859558752065312e-05	0.0	0.0	0.0	3.239705834710208e-05	6.479411669420416e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.619852917355104e-05	0.0	1.619852917355104e-05	3.239705834710208e-05	0.0	0.0	0.0	1.619852917355104e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.239705834710208e-05	0.0	0.0	0.0	0.0	1.619852917355104e-05
4j	0.08964879852126065	0.6260370545500363	0.05781713450543743	0.07636590293599467	0.0028801100459957874	0.0027511498946825442	0.06379228818295143	0.01117654644714789	0.008597343420882942	0.0027511498946825455	0.004556592013067959	0.00904870395047931	0.0021708292137729438	0.0012251214374758193	0.008253449684047632	0.001590508532863344	0.0003653870953875253	0.0023642694407428116	0.002600696384817093	0.0007092808322228433	0.0015690151743111363	0.0029016034045479962	0.0018269354769376248	0.00023642694407428102	0.00040837381249194	2.1493358552207367e-05	0.003202510424278897	0.0019558956282508663	0.0012251214374758193	0.0	0.0005373339638051843	0.00019344022696986631	0.00113914800326699	0.0006233073980140138	8.597343420882947e-05	0.00025792030262648845	0.00034389373683531787	0.0	0.0003224003782831105	0.0001289601513132442	0.00019344022696986631	0.00017194686841765893	0.0002794136611786958	0.000752267549327258	0.0005373339638051843	0.00023642694407428107	0.0002579203026264884	0.0001289601513132442	0.0005588273223573917	0.0007737609078794655	0.0003009070197309032	0.00015045350986545155	0.00015045350986545155	0.0001289601513132442	0.00019344022696986631	0.0003009070197309031	0.00023642694407428107	0.0	0.00015045350986545158	0.00010746679276103683	0.00010746679276103683	4.2986717104414733e-05	0.00023642694407428107	0.0001289601513132442	0.00023642694407428105	0.00010746679276103683	0.0	0.00010746679276103683	0.0	0.00010746679276103683	0.0001289601513132442	4.2986717104414733e-05	0.0	0.0	2.1493358552207367e-05	0.00010746679276103683	0.00019344022696986631	6.44800756566221e-05	0.0	0.0	0.0	0.0	0.0	4.2986717104414733e-05	0.0	0.0	0.0	8.597343420882947e-05	6.44800756566221e-05	0.0	0.0	0.0	0.0	0.00010746679276103683	8.597343420882947e-05	2.1493358552207367e-05	2.1493358552207367e-05	4.2986717104414733e-05	6.44800756566221e-05	0.0	0.0	0.0	4.2986717104414733e-05	2.1493358552207367e-05	4.2986717104414733e-05	2.1493358552207367e-05	2.1493358552207367e-05	6.44800756566221e-05	0.0	2.1493358552207367e-05	0.0	0.0	2.1493358552207367e-05	0.0	0.0	0.0	0.0	2.1493358552207367e-05	4.2986717104414733e-05	2.1493358552207367e-05	0.0	4.2986717104414733e-05	0.0	0.0	2.1493358552207367e-05	0.0	0.0	0.0	0.0	2.1493358552207367e-05	0.0	4.2986717104414733e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2986717104414733e-05	0.0	0.0	0.0	0.0	0.0	2.1493358552207367e-05	0.0
5j	0.11891186565682853	0.5197855501659618	0.1516750347488206	0.07046208833290916	0.0028366380166226944	0.0029784699174538304	0.030125095736532995	0.010665758942501297	0.010694125322667536	0.007205060562221645	0.005928573454741427	0.0129634357359657	0.002694806115791561	0.0017019828099736195	0.00978640115734829	0.0019572802314696625	0.0005105948429920858	0.0049357501489234856	0.0024395086942955186	0.0009360905454854908	0.0030352026777862836	0.0028933707769551484	0.0029217371571213764	0.0003120301818284969	0.0008226250248205828	0.0	0.0026948061157915587	0.0015601509091424846	0.0013332198678126686	0.0	0.0007658922644881288	8.509914049868096e-05	0.0010211896859841716	0.0003971293223271779	8.509914049868096e-05	0.0003120301818284969	0.0005956939834907668	2.836638016622699e-05	0.0005673276033245398	8.509914049868096e-05	0.0004538620826596318	5.673276033245398e-05	0.0003971293223271779	0.0010211896859841716	0.0007091595041556748	0.0007658922644881288	0.0006807931239894478	0.0	0.0004254957024934049	0.0007091595041556748	0.0003120301818284969	0.0	0.0003120301818284969	0.00019856466116358892	0.00019856466116358892	5.673276033245398e-05	0.0005105948429920858	0.0	0.0002836638016622699	0.00034039656199472384	0.00011346552066490796	0.0	0.00042549570249340483	0.00034039656199472384	0.00019856466116358892	0.0	0.0	0.00019856466116358892	0.0	0.0002269310413298159	5.673276033245398e-05	0.0	8.509914049868096e-05	0.00017019828099736192	5.673276033245398e-05	8.509914049868096e-05	2.836638016622699e-05	0.00011346552066490796	2.836638016622699e-05	2.836638016622699e-05	0.0	2.836638016622699e-05	0.0	8.509914049868096e-05	5.673276033245398e-05	0.0	8.509914049868096e-05	5.673276033245398e-05	0.0	0.0	8.509914049868096e-05	2.836638016622699e-05	0.0	5.673276033245398e-05	0.0	2.836638016622699e-05	8.509914049868096e-05	2.836638016622699e-05	5.673276033245398e-05	8.509914049868096e-05	5.673276033245398e-05	0.00011346552066490796	5.673276033245398e-05	2.836638016622699e-05	8.509914049868096e-05	8.509914049868096e-05	0.0	8.509914049868096e-05	0.0	2.836638016622699e-05	2.836638016622699e-05	0.0	2.836638016622699e-05	2.836638016622699e-05	0.0	0.0	0.0	0.0	0.0	2.836638016622699e-05	0.0	5.673276033245398e-05	0.0	0.0	5.673276033245398e-05	0.0	0.0	2.836638016622699e-05	0.0	0.0	5.673276033245398e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.673276033245398e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.836638016622699e-05	0.0	0.0	0.0	0.0
6j	0.09780019385894596	0.6278072582102074	0.030080993609226576	0.06438416928157194	0.0027435969048284045	0.0027271681808473977	0.07744500484647553	0.006850777900080531	0.009462945013060805	0.004172895891176138	0.005010760814207574	0.011401534442819787	0.0033678884161067266	0.001856445809853947	0.011500106786705832	0.002398593701227228	0.000492861719430252	0.005717195945390942	0.001856445809853947	0.0010514383347845374	0.001445727710328738	0.003663605447764877	0.0014785851582907546	0.00034500320360117637	0.0004764329954492435	4.928617194302519e-05	0.008904368397706522	0.0012485830225566364	0.0008050074750694112	3.285744796201679e-05	0.0002957170316581511	0.0002300021357341175	0.0009035798189554612	0.0005750053393352938	0.00019714468777210073	0.0004107180995252101	0.0003942893755442015	3.285744796201679e-05	0.0008542936470124366	0.00014785851582907556	0.00042714682350621834	0.00016428723981008395	0.00031214575563915953	0.0010514383347845371	0.0005750053393352938	0.00019714468777210073	0.0004107180995252099	1.6428723981008396e-05	0.0007228638551643692	0.00047643299544924365	0.0003942893755442016	3.285744796201679e-05	0.00014785851582907556	0.0003778606515631931	3.285744796201679e-05	0.0001971446877721007	0.00042714682350621834	0.0	0.00036143192758218473	0.00019714468777210073	0.00016428723981008395	0.0	0.0002628595836961343	0.00014785851582907556	0.00013142979184806717	6.571489592403358e-05	0.0	0.0003450032036011764	3.285744796201679e-05	3.285744796201679e-05	0.00013142979184806714	0.0	0.0	8.214361990504197e-05	3.285744796201679e-05	0.0	0.00013142979184806717	0.00014785851582907556	0.0	1.6428723981008396e-05	0.0	1.6428723981008396e-05	6.571489592403358e-05	1.6428723981008396e-05	1.6428723981008396e-05	4.928617194302518e-05	8.214361990504197e-05	9.857234388605036e-05	0.0	4.928617194302519e-05	4.928617194302518e-05	1.6428723981008396e-05	1.6428723981008396e-05	0.0	4.928617194302519e-05	4.928617194302518e-05	6.571489592403358e-05	3.285744796201679e-05	4.928617194302519e-05	1.6428723981008396e-05	0.0	6.571489592403358e-05	0.0	6.571489592403358e-05	1.6428723981008396e-05	3.285744796201679e-05	0.0	0.0	0.0	0.0	1.6428723981008396e-05	0.0	3.285744796201679e-05	0.0	3.285744796201679e-05	1.6428723981008396e-05	0.0	0.0	0.0	0.0	3.285744796201679e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6428723981008396e-05	0.0	0.0	1.6428723981008396e-05	0.0	3.285744796201679e-05	0.0	0.0	0.0	0.0	0.0	1.6428723981008396e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7j	0.13696704669685725	0.5719584569732389	0.08421833515539617	0.04474465094486915	0.0030844916445416236	0.004060596595345935	0.05602842417616683	0.011088552241136983	0.01015149148836484	0.005427143526471969	0.009956270498203976	0.008004060596595353	0.0027330938622520708	0.002186475089801657	0.009253474933624871	0.0027721380602842433	0.0007808839606434484	0.004880524754021558	0.0045291269717320035	0.0011322817429330004	0.00480243635795721	0.002225519287833829	0.0020302982976729664	0.00023426518819303455	0.0007027955645791036	3.904419803217242e-05	0.0009370607527721378	0.0016398563173512424	0.0010932375449008277	3.904419803217242e-05	0.000663751366546931	0.0004294861783538966	0.0008589723567077931	0.0003123535842573794	0.00019522099016086212	0.000273309386225207	0.00039044198032172424	3.904419803217242e-05	0.0005466187724504139	0.00011713259409651726	0.0003904419803217242	3.904419803217242e-05	0.0004294861783538967	0.00011713259409651726	0.0008199281586756206	0.00015617679212868969	0.0003904419803217242	0.0	0.0010151491488364828	0.00019522099016086212	0.00039044198032172424	3.904419803217242e-05	0.00015617679212868969	0.0005075745744182414	0.00011713259409651726	0.0	0.0006247071685147587	0.0	0.00011713259409651726	7.808839606434484e-05	0.00019522099016086212	7.808839606434484e-05	0.00031235358425737937	0.00023426518819303455	0.00011713259409651726	0.00023426518819303455	0.0	7.808839606434484e-05	0.0	0.0	0.00011713259409651726	0.0	3.904419803217242e-05	0.00011713259409651726	0.00011713259409651726	3.904419803217242e-05	7.808839606434484e-05	0.000273309386225207	0.0	0.0	0.0	3.904419803217242e-05	0.0	0.0	0.0	0.0	7.808839606434484e-05	3.904419803217242e-05	0.0	0.00019522099016086212	0.0	0.0	0.0	0.0	0.0	0.00011713259409651726	0.0	7.808839606434484e-05	0.0	7.808839606434484e-05	0.0	0.0	0.00011713259409651726	0.0	3.904419803217242e-05	0.0	0.0	3.904419803217242e-05	0.0	0.0	3.904419803217242e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8j	0.31936416184971195	0.14884393063583828	0.11705202312138724	0.0982658959537572	0.004335260115606936	0.005780346820809248	0.05780346820809248	0.03323699421965317	0.028901734104046235	0.011560693641618497	0.030346820809248547	0.018786127167630055	0.0072254335260115606	0.002890173410404624	0.015895953757225433	0.008670520231213872	0.0	0.0072254335260115606	0.02312138728323699	0.0072254335260115606	0.008670520231213872	0.0072254335260115606	0.002890173410404624	0.001445086705202312	0.0	0.0	0.004335260115606936	0.002890173410404624	0.0	0.0	0.0	0.0	0.005780346820809248	0.0	0.0	0.005780346820809248	0.0	0.0	0.0	0.0	0.002890173410404624	0.0	0.0	0.0	0.0	0.0	0.0	0.001445086705202312	0.0	0.001445086705202312	0.0	0.0	0.002890173410404624	0.0	0.002890173410404624	0.001445086705202312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001445086705202312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9j	0.17967032967032942	0.5049450549450545	0.11043956043956028	0.051098901098901105	0.0038461538461538455	0.0032967032967032963	0.0412087912087912	0.01538461538461538	0.00934065934065934	0.007692307692307691	0.007692307692307691	0.007142857142857142	0.004395604395604395	0.002197802197802198	0.010439560439560437	0.002197802197802198	0.002197802197802198	0.007692307692307691	0.005494505494505494	0.0005494505494505495	0.0016483516483516484	0.002197802197802198	0.002197802197802198	0.0005494505494505495	0.0016483516483516484	0.0	0.0005494505494505495	0.0	0.001098901098901099	0.0	0.0016483516483516484	0.0	0.0	0.001098901098901099	0.0	0.0005494505494505495	0.0	0.0	0.003296703296703297	0.0	0.0	0.0	0.0	0.0	0.001098901098901099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001098901098901099	0.0	0.0	0.0	0.0	0.0016483516483516484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005494505494505495	0.0	0.0	0.0	0.0	0.001098901098901099	0.0	0.0	0.0005494505494505495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005494505494505495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1	0.324430005609988	0.13826393482428517	0.22266413242791686	0.1144426488935097	0.06748666594100718	0.024072476995085	0.0014652812083964782	0.002160243152950233	0.005685291088578336	0.05589001180597998	0.0015825037050681975	0.0019844094079426605	0.0011052406829047728	0.0039018345320729095	0.0015992497760213002	0.0011889710376702862	0.0014987733503026848	0.003843223283737047	0.0004772630221634251	0.0029640545586991627	0.004563304334720464	3.3492141906205256e-05	0.00028468320620274475	0.0005107551640696301	0.0040860413125570405	0.002537029749395047	0.00014234160310137235	0.0005107551640696302	0.0013899238891075172	0.0006112315897882459	0.002068139762708173	0.0019844094079426613	4.186517738275657e-05	0.00021769892239033425	0.00013396856762482105	3.3492141906205256e-05	0.0	0.00026793713524964205	8.373035476551314e-06	0.00018420678048412898	0.0	0.0004688899866868736	6.698428381241051e-05	0.0	1.6746070953102628e-05	2.5119106429653943e-05	3.3492141906205256e-05	0.00023444499334343682	0.0	5.023821285930789e-05	2.5119106429653943e-05	0.0005693664124054892	0.0	0.0	0.0	0.0	0.0	0.0005275012350227326	0.0	5.86112483358592e-05	0.0	0.0006363506962178998	2.5119106429653943e-05	0.0	0.0	0.0003767865964448092	5.023821285930789e-05	0.0	0.0	2.5119106429653943e-05	0.0	0.0	7.535731928896182e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6746070953102628e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.6746070953102628e-05	1.6746070953102628e-05	0.00011722249667171838	0.0	8.373035476551314e-06	0.0	0.0	8.373035476551314e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5119106429653943e-05	0.0	0.0	5.023821285930788e-05	0.0	0.0	8.373035476551314e-06	0.0	2.5119106429653943e-05	0.0	0.0	0.0	5.023821285930788e-05	8.373035476551314e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6746070953102628e-05	0.0	8.373035476551314e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6746070953102628e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5119106429653943e-05	0.0	0.0	0.0
S1	0.33513010759508194	0.13545564081425865	0.2047265732344097	0.17923351723846784	0.012492865749254888	0.03684444162597513	0.0005496015388843089	0.004058595979453369	0.005496015388843081	0.014564440780434213	0.0006764326632422263	0.03515335996786952	0.005136660536495653	0.0023252372798951543	0.002600038049337309	0.0005073244974316697	0.0005707400596106284	0.0004227704145263914	0.004354535269621828	0.001162618639947577	0.0009300949119580611	0.0	0.004291119707442871	0.0015219734922950097	0.0005073244974316697	0.0010357875155896591	0.00031707781089479356	0.00031707781089479356	0.00025366224871583486	0.0021772676348109166	0.00012683112435791743	0.0006975711839685458	0.0	0.0013105882850318147	0.0014162808886634118	0.0004861859767053501	0.0	0.00012683112435791746	0.0	8.45540829052783e-05	2.1138520726319574e-05	0.00010569260363159786	0.0	0.0	0.0	6.341556217895873e-05	0.0	2.1138520726319574e-05	0.0	8.45540829052783e-05	0.0	0.0005496015388843089	2.1138520726319574e-05	0.0	0.0	6.341556217895871e-05	0.0	2.1138520726319574e-05	0.0	0.00048618597670535015	0.0	6.341556217895871e-05	0.0	0.0	0.0	6.341556217895873e-05	0.00010569260363159786	0.0	6.341556217895873e-05	0.0	0.0	0.0	0.00014796964508423702	0.0	0.0	2.1138520726319574e-05	0.0	0.0	0.0	0.0	0.00025366224871583486	2.1138520726319574e-05	2.1138520726319574e-05	0.0	0.0	0.0	0.0	0.0	2.1138520726319574e-05	0.0	6.341556217895873e-05	0.0	2.1138520726319574e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.341556217895871e-05	8.45540829052783e-05	0.0	0.0	0.0001691081658105566	0.0	0.000147969645084237	0.0	0.0	0.0	0.0	4.227704145263915e-05	4.227704145263915e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.227704145263915e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.227704145263915e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VC1	0.26287656317022723	0.1237337908733924	0.07664895898637143	0.048668624410202574	0.044676147424687604	0.046127957237602206	0.01319827102649548	0.03659220642095936	0.0410466228924015	0.009799716237172906	0.033589599762431276	0.051077308872538	0.03358959976243129	0.014056158643217699	0.02939914871151891	0.00993169894743787	0.0015837925231794645	0.010855577919292541	0.008182928036427216	0.006863100933777657	0.005345299765730683	0.004949351634935819	0.005576269508694354	0.0015837925231794638	0.0015837925231794643	0.0001649783878311941	0.006995083644042615	0.0025406671726003914	0.0031675850463589285	0.00036295245322862704	0.0030026066585277346	0.0011548487148183588	0.005972217639489215	0.0014188141353482701	0.0004619394859273435	0.0017817665885768977	0.004223446728478567	0.00026396542052991055	0.0018477579437093743	0.0007259049064572543	0.0012868314250833145	0.00042894380836110466	0.0016827795558781806	0.002045732009106808	0.0006269178737585377	0.0013198271026495536	0.0018807536212756136	0.0	0.001616788200745703	0.0010558616821196428	0.001451809812914509	0.0014848054904807477	0.0019467449764080907	0.0018147622661431355	0.0009238789718546873	0.0026066585277328682	0.0012538357475170756	0.0	0.0005939221961922989	0.0011878443923845979	0.0010228660045534038	0.00023096974296367176	0.0003299567756623882	0.0005609265186260601	6.599135513247765e-05	0.0002969610980961494	0.00019797406539743292	0.0006269178737585377	0.00042894380836110466	0.0012868314250833145	0.00039594813079486585	0.00029696109809614936	0.0005609265186260601	6.599135513247765e-05	0.0012538357475170756	0.0007589005840234932	0.0006929092288910155	0.0003299567756623882	0.0004949351634935823	0.0	0.0	0.0001649783878311941	0.0010888573596858815	0.00023096974296367176	0.00026396542052991055	0.0009568746494209261	0.0003299567756623882	0.00023096974296367174	0.00029696109809614936	0.0005279308410598211	0.00032995677566238817	0.0005279308410598212	3.2995677566238825e-05	0.0002309697429636718	0.0001319827102649553	0.0002969610980961494	9.898703269871648e-05	0.00019797406539743292	9.898703269871648e-05	3.2995677566238825e-05	0.0002969610980961494	0.0001319827102649553	9.898703269871648e-05	9.898703269871648e-05	0.0	9.898703269871646e-05	6.599135513247765e-05	9.898703269871648e-05	0.00023096974296367174	0.0	0.0	9.898703269871648e-05	3.2995677566238825e-05	3.2995677566238825e-05	0.00019797406539743292	0.0	6.599135513247765e-05	6.599135513247765e-05	9.898703269871648e-05	3.2995677566238825e-05	9.898703269871648e-05	6.599135513247765e-05	0.0001649783878311941	0.0001649783878311941	6.599135513247765e-05	0.0	3.2995677566238825e-05	6.599135513247765e-05	0.0001649783878311941	9.898703269871648e-05	0.0	3.2995677566238825e-05	9.898703269871646e-05	0.0	9.898703269871648e-05	0.0	6.599135513247765e-05	0.0	6.599135513247765e-05	6.599135513247765e-05	0.0	6.599135513247765e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2995677566238825e-05	0.0	0.0	0.0	0.0	0.0	0.0
